id;nombre_cancion;popularity;artista;pais;genero;Rango_lustros
1241;"Rum Whisky (From ""Vicky Donor"")";0;Abhishek - Akshay, Akshay Verma;ES;NULL;2010-2014
1242;Si te vas...;57;Extremoduro;ES;extremoduro;2010-2014
1243;You Are Not Alone (Wetten, dass...? 20.02.1999) - Live from Wetten, dass...?, 1999;0;Modern Talking;ES;NULL;2010-2014
1244;I Wanna Be Yours;86;Arctic Monkeys;ES;indie rock;2010-2014
1245;Bound 2;0;Kanye West;ES;uh huh honey;2010-2014
1246;Counting Stars;82;OneRepublic;ES;pop rock;2010-2014
1247;Arramsamsam;0;CantaJuego;ES;NULL;2010-2014
1248;Yo Te Esperaré;66;Cali Y El Dandee;ES;spanish;2010-2014
1249;Thoda Thoda;0;Shreya Ghoshal, Sachin;ES;NULL;2010-2014
1250;Can't Hold Us (feat. Ray Dalton);80;Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton;FR;NULL;2010-2014
1251;Bede Z Toba;9;Lemon;FR;NULL;2010-2014
1252;Tu la love;63;Jul;FR;rr;2010-2014
1253;Plastic Dreams 2003;2;JayDee;FR;NULL;2010-2014
1254;J'oublie tout;64;Jul;FR;MySpotigramBot;2010-2014
1255;Bede Z Toba - Hangout Live;2;Lemon;FR;NULL;2010-2014
1256;Sweater Weather;85;The Neighbourhood;FR;indie;2010-2014
1257;Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;2;Modern Talking;FR;NULL;2010-2014
1258;I Wanna Be Yours;86;Arctic Monkeys;FR;indie rock;2010-2014
1259;Ballada o Janku Wisniewskim;1;Kazik;FR;rock;2010-2014
1260;On se connaît;61;Youssoupha, Noémie;FR;NULL;2010-2014
1261;You Are Not Alone (Wetten, dass...? 20.02.1999) - Live from Wetten, dass...?, 1999;0;Modern Talking;FR;NULL;2010-2014
1262;Locked out of Heaven;85;Bruno Mars;FR;pop;2010-2014
1263;Il fait chaud;0;Patrick Sébastien;FR;fiesta;2010-2014
1264;A Sky Full of Stars;83;Coldplay;FR;pop;2010-2014
1265;Lågsus (feat. Medina);0;Specktors, Medina;FR;NULL;2010-2014
1266;Wati by Night;60;Sexion d'Assaut;FR;french;2010-2014
1267;"Pani Da Rang (From ""Vicky Donor"") - Male Vocals";0;Abhishek - Akshay, Ayushmann Khurrana;FR;NULL;2010-2014
1268;Another Love;59;Tom Odell;FR;indie;2010-2014
1269;You Can Win If You Want (Wetten, dass...? 18.05.1985) - Live from Wetten, dass...?, 1985;0;Modern Talking;FR;NULL;2010-2014
1270;Demons;79;Imagine Dragons;FR;rock;2010-2014
1271;25 ปี (มีหวัง);0;พงษ์สิทธิ์ คำภีร์;FR;NULL;2010-2014
1272;J'me tire;63;GIMS;FR;NULL;2010-2014
1273;Geronimo's Cadillac (Peters Pop-Show 06.12.1986) - Live from Peters Pop-Show, 1986;0;Modern Talking;FR;NULL;2010-2014
1274;Take Me To Church;78;Hozier;FR;indie;2010-2014
1275;Fragile (Director's Cut);0;Tech N9ne, Kendrick Lamar, ¡MAYDAY!, Kendall Morgan;FR;NULL;2010-2014
1276;Riptide;78;Vance Joy;FR;folk;2010-2014
1277;Smile;0;Abel The Kid, Julio Iglesias Jr.;FR;NULL;2010-2014
1278;Game Over;60;Vitaa, GIMS;FR;NULL;2010-2014
1279;Atlantis Is Calling (Na, sowas! 17.05.1986) - Live from Na, sowas!, 1986;0;Modern Talking;FR;NULL;2010-2014
1280;Dans ma paranoïa;59;Jul;FR;NULL;2010-2014
1281;G.U.Y. - An ARTPOP Film;0;Lady Gaga;FR;gaga;2010-2014
1282;Counting Stars;82;OneRepublic;FR;pop rock;2010-2014
1283;Heaven Will Know (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;0;Modern Talking;FR;NULL;2010-2014
1284;Danza Kuduro;71;Don Omar, Lucenzo;FR;NULL;2010-2014
1285;The Real Slim Shady - Edited;0;Eminem;FR;NULL;2010-2014
1286;Titanium (feat. Sia);77;David Guetta, Sia;FR;NULL;2010-2014
1287;好不好;0;Evan Yo;FR;fabulous boys;2010-2014
1288;Wake Me Up;82;Avicii;FR;electronic;2010-2014
1289;Samba Pras Moças;0;Mariene De Castro;FR;NULL;2010-2014
1290;When I Was Your Man;83;Bruno Mars;FR;pop;2010-2014
1291;Hardkor i disko;0;Sofa;FR;indie;2010-2014
1292;Give Me Everything (feat. Nayer);82;Pitbull, AFROJACK, Ne-Yo, Nayer;FR;NULL;2010-2014
1293;Red Light (feat. Snoop Lion);0;Eddie Murphy, Snoop Lion;FR;NULL;2010-2014
1294;We Found Love;73;Rihanna, Calvin Harris;FR;NULL;2010-2014
1295;Losing You;0;Revolver;FR;fip;2010-2014
1296;Prayer In C - Robin Schulz Remix - Radio Edit;58;Lilly Wood and The Prick, Robin Schulz;FR;NULL;2010-2014
1297;Byłem (feat. As);0;Pezet, As;FR;NULL;2010-2014
1298;Je te laisserai des mots;78;Patrick Watson;FR;french;2010-2014
1299;"Rum Whisky (From ""Vicky Donor"")";0;Abhishek - Akshay, Akshay Verma;FR;NULL;2010-2014
1300;I Wanna Be Yours;86;Arctic Monkeys;MC;indie rock;2010-2014
1301;Bede Z Toba;9;Lemon;MC;NULL;2010-2014
1302;Sweater Weather;85;The Neighbourhood;MC;indie;2010-2014
1303;Plastic Dreams 2003;2;JayDee;MC;NULL;2010-2014
1304;No. 1 Party Anthem;84;Arctic Monkeys;MC;indie rock;2010-2014
1305;Bede Z Toba - Hangout Live;2;Lemon;MC;NULL;2010-2014
1306;A Sky Full of Stars;83;Coldplay;MC;pop;2010-2014
1307;Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;2;Modern Talking;MC;NULL;2010-2014
1308;Night Changes;83;One Direction;MC;pop;2010-2014
1309;Ballada o Janku Wisniewskim;1;Kazik;MC;rock;2010-2014
1310;Lovers Rock;82;TV Girl;MC;indie pop;2010-2014
1311;You Are Not Alone (Wetten, dass...? 20.02.1999) - Live from Wetten, dass...?, 1999;0;Modern Talking;MC;NULL;2010-2014
1312;Give Me Everything (feat. Nayer);82;Pitbull, AFROJACK, Ne-Yo, Nayer;MC;NULL;2010-2014
1313;Iré tras de ti;0;Mr.;MC;NULL;2010-2014
1314;I Love You So;82;The Walters;MC;MySpotigramBot;2010-2014
1315;Il fait chaud;0;Patrick Sébastien;MC;fiesta;2010-2014
1316;Another Love;82;Tom Odell;MC;indie;2010-2014
1317;Now Is the Time (feat. Jasmine V);0;Wally Lopez;MC;NULL;2010-2014
1318;Do I Wanna Know?;82;Arctic Monkeys;MC;indie rock;2010-2014
1319;Lågsus (feat. Medina);0;Specktors, Medina;MC;NULL;2010-2014
1320;Counting Stars;82;OneRepublic;MC;pop rock;2010-2014
1321;"Pani Da Rang (From ""Vicky Donor"") - Male Vocals";0;Abhishek - Akshay, Ayushmann Khurrana;MC;NULL;2010-2014
1322;Wake Me Up;82;Avicii;MC;electronic;2010-2014
1323;You Can Win If You Want (Wetten, dass...? 18.05.1985) - Live from Wetten, dass...?, 1985;0;Modern Talking;MC;NULL;2010-2014
1324;All of Me;81;John Legend;MC;rnb;2010-2014
1325;25 ปี (มีหวัง);0;พงษ์สิทธิ์ คำภีร์;MC;NULL;2010-2014
1326;Story of My Life;81;One Direction;MC;pop;2010-2014
1327;Geronimo's Cadillac (Peters Pop-Show 06.12.1986) - Live from Peters Pop-Show, 1986;0;Modern Talking;MC;NULL;2010-2014
1328;No Role Modelz;81;J. Cole;MC;MySpotigramBot;2010-2014
1329;Fragile (Director's Cut);0;Tech N9ne, Kendrick Lamar, ¡MAYDAY!, Kendall Morgan;MC;NULL;2010-2014
1330;Sure Thing;81;Miguel;MC;rnb;2010-2014
1331;Smile;0;Abel The Kid, Julio Iglesias Jr.;MC;NULL;2010-2014
1332;Thinkin Bout You;81;Frank Ocean;MC;rnb;2010-2014
1333;Atlantis Is Calling (Na, sowas! 17.05.1986) - Live from Na, sowas!, 1986;0;Modern Talking;MC;NULL;2010-2014
1334;Young And Beautiful;80;Lana Del Rey;MC;indie;2010-2014
1335;G.U.Y. - An ARTPOP Film;0;Lady Gaga;MC;gaga;2010-2014
1336;Love Me;80;Lil Wayne, Drake, Future;MC;NULL;2010-2014
1337;Heaven Will Know (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;0;Modern Talking;MC;NULL;2010-2014
1338;Shut Up and Dance;80;WALK THE MOON;MC;indie pop;2010-2014
1339;The Real Slim Shady - Edited;0;Eminem;MC;NULL;2010-2014
1340;Skyfall;80;Adele;MC;Soundtrack;2010-2014
1341;好不好;0;Evan Yo;MC;fabulous boys;2010-2014
1342;Why'd You Only Call Me When You're High?;80;Arctic Monkeys;MC;indie rock;2010-2014
1343;Hardkor i disko;0;Sofa;MC;indie;2010-2014
1344;Pumped Up Kicks;80;Foster The People;MC;indie;2010-2014
1345;Red Light (feat. Snoop Lion);0;Eddie Murphy, Snoop Lion;MC;NULL;2010-2014
1346;Can't Hold Us (feat. Ray Dalton);80;Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton;MC;NULL;2010-2014
1347;Losing You;0;Revolver;MC;fip;2010-2014
1348;The Nights;80;Avicii;MC;dance;2010-2014
1349;Byłem (feat. As);0;Pezet, As;MC;NULL;2010-2014
1350;Brivido;62;Guè, Marracash;IT;NULL;2010-2014
1351;Plastic Dreams 2003;2;JayDee;IT;NULL;2010-2014
1352;La Nuova Stella Di Broadway;62;Cesare Cremonini;IT;italianigdchill;2010-2014
1353;Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;2;Modern Talking;IT;NULL;2010-2014
1354;L'amore eternit;61;Fedez, Noemi;IT;NULL;2010-2014
1355;Хэндз ап!;0;Basta;IT;NULL;2010-2014
1356;Can't Hold Us (feat. Ray Dalton);80;Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton;IT;NULL;2010-2014
1357;Crawling - Live from the iTunes Festival at the Roundhouse, London, England, 7/4/2011;0;Linkin Park;IT;NULL;2010-2014
1358;Another Love;82;Tom Odell;IT;indie;2010-2014
1359;I Cento Passi - Live at Estragon, Bologna / 2014;0;Modena City Ramblers;IT;NULL;2010-2014
1360;I Wanna Be Yours;86;Arctic Monkeys;IT;indie rock;2010-2014
1361;93 Million Miles;0;Quadriphonix;IT;NULL;2010-2014
1362;Sweater Weather;85;The Neighbourhood;IT;indie;2010-2014
1363;Atlantis Is Calling (Na, sowas! 17.05.1986) - Live from Na, sowas!, 1986;0;Modern Talking;IT;NULL;2010-2014
1364;Skyfall;80;Adele;IT;Soundtrack;2010-2014
1365;Geronimo's Cadillac (Peters Pop-Show 06.12.1986) - Live from Peters Pop-Show, 1986;0;Modern Talking;IT;NULL;2010-2014
1366;Demons;79;Imagine Dragons;IT;rock;2010-2014
1367;Quiero aire;0;Revolver;IT;NULL;2010-2014
1368;Locked out of Heaven;85;Bruno Mars;IT;pop;2010-2014
1369;You Can Win If You Want (Wetten, dass...? 18.05.1985) - Live from Wetten, dass...?, 1985;0;Modern Talking;IT;NULL;2010-2014
1370;A Sky Full of Stars;83;Coldplay;IT;pop;2010-2014
1371;Heaven Will Know (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;0;Modern Talking;IT;NULL;2010-2014
1372;Just the Way You Are;78;Bruno Mars;IT;pop;2010-2014
1373;My Girl (feat. Trevor Jackson);0;Diggy, Trevor Jackson;IT;NULL;2010-2014
1374;Wake Me Up;82;Avicii;IT;electronic;2010-2014
1375;Sing About Me, I'm Dying Of Thirst - Part 1;0;Kendrick Lamar;IT;NULL;2010-2014
1376;Counting Stars;82;OneRepublic;IT;pop rock;2010-2014
1377;Journey To Regionals Performance;0;Glee Cast;IT;NULL;2010-2014
1378;All of Me;81;John Legend;IT;rnb;2010-2014
1379;G.U.Y. - An ARTPOP Film;0;Lady Gaga;IT;gaga;2010-2014
1380;Give Me Everything (feat. Nayer);82;Pitbull, AFROJACK, Ne-Yo, Nayer;IT;NULL;2010-2014
1381;R.E.B (Guè Vs Crookers);0;Guè, Crookers;IT;NULL;2010-2014
1382;Limbo;71;Daddy Yankee;IT;Reggaeton;2010-2014
1383;S.e.n.i.c.a.r. / Brivido (feat. Marracash) (Live @ Bravo Ragazzo Tour 2013);0;Guè;IT;NULL;2010-2014
1384;Someone Like You;77;Adele;IT;Adele;2010-2014
1385;Scappati Di Casa (Live @ Bravo Ragazzo Tour 2013);0;Guè;IT;NULL;2010-2014
1386;Titanium (feat. Sia);77;David Guetta, Sia;IT;NULL;2010-2014
1387;Il sale della terra@Arena di Verona 2013;0;Ligabue;IT;NULL;2010-2014
1388;Timber;80;Pitbull, Kesha;IT;NULL;2010-2014
1389;Rose Nere (Live @ Bravo Ragazzo Tour 2013);0;Guè;IT;NULL;2010-2014
1390;Do I Wanna Know?;82;Arctic Monkeys;IT;indie rock;2010-2014
1391;Bede Z Toba;9;Lemon;IT;NULL;2010-2014
1392;Try;78;P!nk;IT;pop;2010-2014
1393;Abre tus brazos (apri le braccia);0;Gigi D'Alessio, Cristian Castro;IT;NULL;2010-2014
1394;When I Was Your Man;83;Bruno Mars;IT;pop;2010-2014
1395;Invisibili;0;Ape Escape;IT;NULL;2010-2014
1396;We Found Love;73;Rihanna, Calvin Harris;IT;NULL;2010-2014
1397;Chelsea Smile (Live in Mexico City);0;Bring Me The Horizon;IT;NULL;2010-2014
1398;Set Fire to the Rain;77;Adele;IT;soul;2010-2014
1399;Smooth Criminal;0;Michael Jackson;IT;pop;2010-2014
1400;Brad Pitt;47;Severina;SI;kim kardashian;2010-2014
1401;Plastic Dreams 2003;2;JayDee;SI;NULL;2010-2014
1402;Sweater Weather;85;The Neighbourhood;SI;indie;2010-2014
1403;Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;2;Modern Talking;SI;NULL;2010-2014
1404;Italiana;47;Severina;SI;female vocalists;2010-2014
1405;You Can Win If You Want (Wetten, dass...? 18.05.1985) - Live from Wetten, dass...?, 1985;0;Modern Talking;SI;NULL;2010-2014
1406;I Wanna Be Yours;86;Arctic Monkeys;SI;indie rock;2010-2014
1407;Bede Z Toba;9;Lemon;SI;NULL;2010-2014
1408;Give Me Everything (feat. Nayer);82;Pitbull, AFROJACK, Ne-Yo, Nayer;SI;NULL;2010-2014
1409;Bede Z Toba - Hangout Live;2;Lemon;SI;NULL;2010-2014
1410;Danza Kuduro;71;Don Omar, Lucenzo;SI;NULL;2010-2014
1411;Ballada o Janku Wisniewskim;1;Kazik;SI;rock;2010-2014
1412;A Sky Full of Stars;83;Coldplay;SI;pop;2010-2014
1413;You Are Not Alone (Wetten, dass...? 20.02.1999) - Live from Wetten, dass...?, 1999;0;Modern Talking;SI;NULL;2010-2014
1414;Locked out of Heaven;85;Bruno Mars;SI;pop;2010-2014
1415;Iré tras de ti;0;Mr.;SI;NULL;2010-2014
1416;Wake Me Up;82;Avicii;SI;electronic;2010-2014
1417;Il fait chaud;0;Patrick Sébastien;SI;fiesta;2010-2014
1418;Tarapana;47;Severina;SI;soul;2010-2014
1419;Lågsus (feat. Medina);0;Specktors, Medina;SI;NULL;2010-2014
1420;Just the Way You Are;78;Bruno Mars;SI;pop;2010-2014
1421;"Pani Da Rang (From ""Vicky Donor"") - Male Vocals";0;Abhishek - Akshay, Ayushmann Khurrana;SI;NULL;2010-2014
1422;Moje leto;44;In Vivo, Boyant;SI;NULL;2010-2014
1423;25 ปี (มีหวัง);0;พงษ์สิทธิ์ คำภีร์;SI;NULL;2010-2014
1424;Ljubavi Moja;48;Elitni Odredi, Dado Polumenta;SI;NULL;2010-2014
1425;Geronimo's Cadillac (Peters Pop-Show 06.12.1986) - Live from Peters Pop-Show, 1986;0;Modern Talking;SI;NULL;2010-2014
1426;Timber;80;Pitbull, Kesha;SI;NULL;2010-2014
1427;Fragile (Director's Cut);0;Tech N9ne, Kendrick Lamar, ¡MAYDAY!, Kendall Morgan;SI;NULL;2010-2014
1428;Shut Up and Dance;80;WALK THE MOON;SI;indie pop;2010-2014
1429;Smile;0;Abel The Kid, Julio Iglesias Jr.;SI;NULL;2010-2014
1430;Another Love;82;Tom Odell;SI;indie;2010-2014
1431;Atlantis Is Calling (Na, sowas! 17.05.1986) - Live from Na, sowas!, 1986;0;Modern Talking;SI;NULL;2010-2014
1432;Da Raskinem Sa Njom;47;Ceca;SI;pop;2010-2014
1433;G.U.Y. - An ARTPOP Film;0;Lady Gaga;SI;gaga;2010-2014
1434;We Found Love;78;Rihanna, Calvin Harris;SI;NULL;2010-2014
1435;Heaven Will Know (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;0;Modern Talking;SI;NULL;2010-2014
1436;Counting Stars;82;OneRepublic;SI;pop rock;2010-2014
1437;The Real Slim Shady - Edited;0;Eminem;SI;NULL;2010-2014
1438;Story of My Life;81;One Direction;SI;pop;2010-2014
1439;好不好;0;Evan Yo;SI;fabulous boys;2010-2014
1440;Tu tu tu;44;In Vivo;SI;fast;2010-2014
1441;Samba Pras Moças;0;Mariene De Castro;SI;NULL;2010-2014
1442;Only Girl (In The World);79;Rihanna;SI;pop;2010-2014
1443;Hardkor i disko;0;Sofa;SI;indie;2010-2014
1444;Drive By;76;Train;SI;pop;2010-2014
1445;Red Light (feat. Snoop Lion);0;Eddie Murphy, Snoop Lion;SI;NULL;2010-2014
1446;No Role Modelz;81;J. Cole;SI;MySpotigramBot;2010-2014
1447;Losing You;0;Revolver;SI;fip;2010-2014
1448;Call Me Maybe;76;Carly Rae Jepsen;SI;pop;2010-2014
1449;Byłem (feat. As);0;Pezet, As;SI;NULL;2010-2014
1450;Samo Je Ljubav Tajna Dvaju Svjetova;42;Marko Perković Thompson;HR;NULL;2010-2014
1451;Addicted To You - Live;0;Avicii;HR;NULL;2010-2014
1452;Pukni Pusko;43;Marko Perković Thompson;HR;NULL;2010-2014
1453;Plastic Dreams 2003;2;JayDee;HR;NULL;2010-2014
1454;Moj Ivane;42;Marko Perković Thompson;HR;croatian music;2010-2014
1455;Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;2;Modern Talking;HR;NULL;2010-2014
1456;Ljubavi Moja;48;Elitni Odredi, Dado Polumenta;HR;NULL;2010-2014
1457;Heaven Will Know (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;0;Modern Talking;HR;NULL;2010-2014
1458;Zaustavi Se, Vjetre;41;Marko Perković Thompson;HR;NULL;2010-2014
1459;You Can Win If You Want (Wetten, dass...? 18.05.1985) - Live from Wetten, dass...?, 1985;0;Modern Talking;HR;NULL;2010-2014
1460;Dolazak Hrvata;41;Marko Perković Thompson;HR;NULL;2010-2014
1461;Bede Z Toba;9;Lemon;HR;NULL;2010-2014
1462;Zapali Grad;46;Elitni Odredi;HR;NULL;2010-2014
1463;Bede Z Toba - Hangout Live;2;Lemon;HR;NULL;2010-2014
1464;Ne Koci;47;Elitni Odredi;HR;Elitnioderdi;2010-2014
1465;Ballada o Janku Wisniewskim;1;Kazik;HR;rock;2010-2014
1466;Tarapana;47;Severina;HR;soul;2010-2014
1467;You Are Not Alone (Wetten, dass...? 20.02.1999) - Live from Wetten, dass...?, 1999;0;Modern Talking;HR;NULL;2010-2014
1468;Anica - Kninska Kraljica;41;Marko Perković Thompson;HR;NULL;2010-2014
1469;Iré tras de ti;0;Mr.;HR;NULL;2010-2014
1470;Brad Pitt;47;Severina;HR;kim kardashian;2010-2014
1471;Il fait chaud;0;Patrick Sébastien;HR;fiesta;2010-2014
1472;Sweater Weather;85;The Neighbourhood;HR;indie;2010-2014
1473;Lågsus (feat. Medina);0;Specktors, Medina;HR;NULL;2010-2014
1474;Devojka tvog druga;42;Sandra Afrika, Costi;HR;NULL;2010-2014
1475;"Pani Da Rang (From ""Vicky Donor"") - Male Vocals";0;Abhishek - Akshay, Ayushmann Khurrana;HR;NULL;2010-2014
1476;I Wanna Be Yours;86;Arctic Monkeys;HR;indie rock;2010-2014
1477;25 ปี (มีหวัง);0;พงษ์สิทธิ์ คำภีร์;HR;NULL;2010-2014
1478;Italiana;47;Severina;HR;female vocalists;2010-2014
1479;Geronimo's Cadillac (Peters Pop-Show 06.12.1986) - Live from Peters Pop-Show, 1986;0;Modern Talking;HR;NULL;2010-2014
1480;Rijeka Snova;40;Neno Belan, Fiumens;HR;NULL;2010-2014
1481;Fragile (Director's Cut);0;Tech N9ne, Kendrick Lamar, ¡MAYDAY!, Kendall Morgan;HR;NULL;2010-2014
1482;Neka Niko Ne Dira U Moj Mali Dio Svemira;39;Marko Perković Thompson;HR;NULL;2010-2014
1483;Smile;0;Abel The Kid, Julio Iglesias Jr.;HR;NULL;2010-2014
1484;Da Raskinem Sa Njom;47;Ceca;HR;pop;2010-2014
1485;Atlantis Is Calling (Na, sowas! 17.05.1986) - Live from Na, sowas!, 1986;0;Modern Talking;HR;NULL;2010-2014
1486;Danza Kuduro;71;Don Omar, Lucenzo;HR;NULL;2010-2014
1487;G.U.Y. - An ARTPOP Film;0;Lady Gaga;HR;gaga;2010-2014
1488;Bojna Čavoglave;40;Marko Perković Thompson;HR;NULL;2010-2014
1489;The Real Slim Shady - Edited;0;Eminem;HR;NULL;2010-2014
1490;Kletva Kralja Zvonimira;38;Marko Perković Thompson;HR;croatian music;2010-2014
1491;好不好;0;Evan Yo;HR;fabulous boys;2010-2014
1492;Terca Na Tišinu;39;Silente;HR;pop rock;2010-2014
1493;Samba Pras Moças;0;Mariene De Castro;HR;NULL;2010-2014
1494;KO Me Tjero;44;Severina;HR;soul;2010-2014
1495;Hardkor i disko;0;Sofa;HR;indie;2010-2014
1496;Gdje Sam Bio;41;Željko Bebek;HR;NULL;2010-2014
1497;Red Light (feat. Snoop Lion);0;Eddie Murphy, Snoop Lion;HR;NULL;2010-2014
1498;Lijepa Li Si;39;Marko Perković Thompson;HR;NULL;2010-2014
1499;Losing You;0;Revolver;HR;fip;2010-2014
1500;I Wanna Be Yours;86;Arctic Monkeys;BA;indie rock;2010-2014
1501;Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;2;Modern Talking;BA;NULL;2010-2014
1502;Sweater Weather;85;The Neighbourhood;BA;indie;2010-2014
1503;Heaven Will Know (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;0;Modern Talking;BA;NULL;2010-2014
1504;Locked out of Heaven;85;Bruno Mars;BA;pop;2010-2014
1505;Bede Z Toba;9;Lemon;BA;NULL;2010-2014
1506;No. 1 Party Anthem;84;Arctic Monkeys;BA;indie rock;2010-2014
1507;Plastic Dreams 2003;2;JayDee;BA;NULL;2010-2014
1508;When I Was Your Man;83;Bruno Mars;BA;pop;2010-2014
1509;Bede Z Toba - Hangout Live;2;Lemon;BA;NULL;2010-2014
1510;A Sky Full of Stars;83;Coldplay;BA;pop;2010-2014
1511;Ballada o Janku Wisniewskim;1;Kazik;BA;rock;2010-2014
1512;Night Changes;83;One Direction;BA;pop;2010-2014
1513;You Are Not Alone (Wetten, dass...? 20.02.1999) - Live from Wetten, dass...?, 1999;0;Modern Talking;BA;NULL;2010-2014
1514;Lovers Rock;82;TV Girl;BA;indie pop;2010-2014
1515;Iré tras de ti;0;Mr.;BA;NULL;2010-2014
1516;Give Me Everything (feat. Nayer);82;Pitbull, AFROJACK, Ne-Yo, Nayer;BA;NULL;2010-2014
1517;Il fait chaud;0;Patrick Sébastien;BA;fiesta;2010-2014
1518;I Love You So;82;The Walters;BA;MySpotigramBot;2010-2014
1519;Lågsus (feat. Medina);0;Specktors, Medina;BA;NULL;2010-2014
1520;Another Love;82;Tom Odell;BA;indie;2010-2014
1521;"Pani Da Rang (From ""Vicky Donor"") - Male Vocals";0;Abhishek - Akshay, Ayushmann Khurrana;BA;NULL;2010-2014
1522;Do I Wanna Know?;82;Arctic Monkeys;BA;indie rock;2010-2014
1523;You Can Win If You Want (Wetten, dass...? 18.05.1985) - Live from Wetten, dass...?, 1985;0;Modern Talking;BA;NULL;2010-2014
1524;Counting Stars;82;OneRepublic;BA;pop rock;2010-2014
1525;25 ปี (มีหวัง);0;พงษ์สิทธิ์ คำภีร์;BA;NULL;2010-2014
1526;Wake Me Up;82;Avicii;BA;electronic;2010-2014
1527;Geronimo's Cadillac (Peters Pop-Show 06.12.1986) - Live from Peters Pop-Show, 1986;0;Modern Talking;BA;NULL;2010-2014
1528;All of Me;81;John Legend;BA;rnb;2010-2014
1529;Fragile (Director's Cut);0;Tech N9ne, Kendrick Lamar, ¡MAYDAY!, Kendall Morgan;BA;NULL;2010-2014
1530;Story of My Life;81;One Direction;BA;pop;2010-2014
1531;Smile;0;Abel The Kid, Julio Iglesias Jr.;BA;NULL;2010-2014
1532;Photograph;81;Ed Sheeran;BA;pop;2010-2014
1533;Atlantis Is Calling (Na, sowas! 17.05.1986) - Live from Na, sowas!, 1986;0;Modern Talking;BA;NULL;2010-2014
1534;No Role Modelz;81;J. Cole;BA;MySpotigramBot;2010-2014
1535;G.U.Y. - An ARTPOP Film;0;Lady Gaga;BA;gaga;2010-2014
1536;Sure Thing;81;Miguel;BA;rnb;2010-2014
1537;The Real Slim Shady - Edited;0;Eminem;BA;NULL;2010-2014
1538;Thinkin Bout You;81;Frank Ocean;BA;rnb;2010-2014
1539;好不好;0;Evan Yo;BA;fabulous boys;2010-2014
1540;Young And Beautiful;80;Lana Del Rey;BA;indie;2010-2014
1541;Samba Pras Moças;0;Mariene De Castro;BA;NULL;2010-2014
1542;Love Me;80;Lil Wayne, Drake, Future;BA;NULL;2010-2014
1543;Hardkor i disko;0;Sofa;BA;indie;2010-2014
1544;Shut Up and Dance;80;WALK THE MOON;BA;indie pop;2010-2014
1545;Red Light (feat. Snoop Lion);0;Eddie Murphy, Snoop Lion;BA;NULL;2010-2014
1546;Skyfall;80;Adele;BA;Soundtrack;2010-2014
1547;Losing You;0;Revolver;BA;fip;2010-2014
1548;Why'd You Only Call Me When You're High?;80;Arctic Monkeys;BA;indie rock;2010-2014
1549;Byłem (feat. As);0;Pezet, As;BA;NULL;2010-2014
1550;I Wanna Be Yours;86;Arctic Monkeys;ME;indie rock;2010-2014
1551;Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985;2;Modern Talking;ME;NULL;2010-2014
1552;Sweater Weather;85;The Neighbourhood;ME;indie;2010-2014
1553;Bede Z Toba;9;Lemon;ME;NULL;2010-2014
1554;Locked out of Heaven;85;Bruno Mars;ME;pop;2010-2014
1555;Plastic Dreams 2003;2;JayDee;ME;NULL;2010-2014
1556;No. 1 Party Anthem;84;Arctic Monkeys;ME;indie rock;2010-2014
1557;Bede Z Toba - Hangout Live;2;Lemon;ME;NULL;2010-2014
1558;When I Was Your Man;83;Bruno Mars;ME;pop;2010-2014
1559;Ballada o Janku Wisniewskim;1;Kazik;ME;rock;2010-2014
1560;A Sky Full of Stars;83;Coldplay;ME;pop;2010-2014
1561;You Are Not Alone (Wetten, dass...? 20.02.1999) - Live from Wetten, dass...?, 1999;0;Modern Talking;ME;NULL;2010-2014
1562;Night Changes;83;One Direction;ME;pop;2010-2014
1563;Iré tras de ti;0;Mr.;ME;NULL;2010-2014
1564;Lovers Rock;82;TV Girl;ME;indie pop;2010-2014
1565;Il fait chaud;0;Patrick Sébastien;ME;fiesta;2010-2014
1566;Give Me Everything (feat. Nayer);82;Pitbull, AFROJACK, Ne-Yo, Nayer;ME;NULL;2010-2014
